,Title,Director,Cast,Genre,year
4578,Yakeen,,"Dharmendra, Sharmila Tagore",,1969
4579,Johny Mera Naam,,"Dev Anand, Hema Malini, Pran, I. S. Johar",,1970
4580,Sachaa Jhutha,,"Rajesh Khanna, Mumtaz, Vinod Khanna",,1970
4581,Aan Milo Sajna,,"Rajesh Khanna, Asha Parekh, Vinod Khanna",,1970
4582,Purab Aur Paschim,,"Manoj Kumar, Ashok Kumar, Saira Banu",,1970
4583,Safar,,"Rajesh Khanna, Ashok Kumar, Sharmila Tagore, Feroz Khan",,1970
4584,Humjoli,,"Jeetendra, Leena Chandavarkar",,1970
4585,The Train,,"Nanda, Rajesh Khanna",,1970
4586,Khilona,,"Sanjeev Kumar, Mumtaz, Jeetendra",,1970
4587,Kab? Kyoon? Aur Kahan?,,"Dharmendra, Babita",,1970
4588,Jeevan Mrityu,,"Dharmendra, Rakhee",,1970
4589,Tum Haseen Main Jawaan,,"Dharmendra, Hema Malini",,1970
4590,Pehchan,,"Manoj Kumar, Babita",,1970
4591,Gopi,,"Dilip Kumar, Saira Banu",,1970
4592,Sharafat,,"Dharmendra, Hema Malini",,1970
4593,Ganwaar,,"Rajendra Kumar, Vyjanthimala",,1970
4594,Sawan Bhadon,,"Navin Nischol, Rekha",,1970
4595,Abhinetri,,"Shashi Kapoor, Hema Malini",,1970
4596,Aansoo Aur Muskan,,"Parikshit Sahni, Hema Malini",,1970
4597,Rootha Na Karo,,"Shashi Kapoor, Nanda",,1970
4598,Saas Bhi Kabhi Bahu Thi,,"Sanjay Khan, Leena Chandavarkar",,1970
4599,Suhana Safar,,"Shashi Kapoor, Sharmila Tagore",,1970
4600,Ghar Ghar Ki Kahani,,"Balraj Sahni, Nirupa Roy",,1970
4601,Geet,,"Rajendra Kumar, Mala Sinha",,1970
4602,Heer Raanjha,,"Raaj Kumar, Priya Rajvansh",,1970
4603,Mastana,,"Mehmood, Vinod Khanna",,1970
4604,Devi,,"Sanjeev Kumar, Nutan",,1970
4605,Bhai Bhai,,"Sunil Dutt, Asha Parekh",,1970
4606,,,,,1970
4607,Aap Aye Bahaar Ayee,Mohan Kumar,"Rajendra Kumar, Sadhna, Prem Chopra",Comedy,1971
4608,Adhikar,S.M. Sagar,"Ashok Kumar, Nanda, Deb Mukherjee, Pran",Drama,1971
4609,Albela,A. Shamsheer,"Mehmood Ali, Aruna Irani",Drama,1971
4610,Anand,Hrishikesh Mukherjee,"Rajesh Khanna, Amitabh Bachchan, Ramesh Deo, Sumita Sanyal",Drama,1971
4611,Andaz,Ramesh Sippy,"Shammi Kapoor, Hema Malini, Rajesh Khanna",Drama,1971
4612,Anubhav,Basu Bhattacharya,"Tanuja, Sanjeev Kumar",Drama,1971
4613,Badnam Basti,Prem Kapoor,"Nitin Sethi, Nadita Thakur",Drama,1971
4614,Badnam Farishte,,Sharmila Tagore,Drama,1971
4615,Balidaan,,"Saira Banu, Manoj Kumar",Drama,1971
4616,Banphool,Vijay Bhatt,"Jeetendra, Babita, Shatrughan Sinha",Romance,1971
4617,Beharoopia,Rajesh Nanda,Helen,Drama,1971
4618,Bikhare Moti,Tapi Chanakya,"Jeetendra, Babita",Romance,1971
4619,Buddha Mil Gaya,Hrishikesh Mukherjee,"Navin Nischol, Om Prakash, Archana",Drama,1971
4620,Caravan,Nasir Hussain,"Jeetendra, Asha Parekh, Aruna Irani",Romance,1971
4621,Chaahat,Homi Bhattacharya,"Jeetendra, Mumtaz, Mala Sinha",Romance,1971
4622,Chhoti Bahu,K.B. Tilak,"Rajesh Khanna, Sharmila Tagore",Drama,1971
4623,Do Boond Pani,Khwaja Ahmad Abbas,"Simi Garewal, Madhu Chanda, Jalal Agha",Drama,1971
4624,Do Raha,,"Shatrughan Sinha, Anil Dhawan",Drama,1971
4625,Door Ka Raahi,Kishore Kumar,"Tanuja, Kishore Kumar, Ashok Kumar",Drama,1971
4626,Dost Aur Dushman,Kewal Mishra,"Shatrughan Sinha, Rekha, Vinod Khanna",Drama,1971
4627,Ek Nari Ek Brahmachari,Kotayya Pratyagatma,"Jeetendra, Mumtaz, Aruna Irani",Comedy,1971
4628,Ek Paheli,Naresh Kumar,"Sanjeev Kumar, Feroz Khan, Aruna Irani",Thriller,1971
4629,Elaan,K. Ramanlal,"Vinod Mehra, Vinod Khanna, Rekha, Madan Puri",Thriller,1971
4630,Ek Thi Reeta,Roop K. Shorey,"Vinod Mehra, Tanuja, I. S. Johar, Rehman, Daisy Irani, Faryal, Lolita Chatterjee",Drama,1971
4631,Gambler,Amarpreet,"Dev Anand, Zaheeda, Shatrughan Sinha, Zaheera",Thriller,1971
4632,Ganga Tera Pani Amrit,,"Nirupa Roy, Narendra Nath, Pran",Drama,1971
4633,Guddi,Hrishikesh Mukherjee,"Dharmendra, Jaya Bhaduri, Pran",Romance,1971
4634,Haathi Mere Saathi,M.A. Thirumugham,"Rajesh Khanna, Tanuja",Romance,1971
4635,Hare Rama Hare Krishna,Dev Anand,"Dev Anand, Zeenat Aman, Mumtaz, Prem Chopra, Rajendra Nath",Drama,1971
4636,Haseenon Ka Devata,Ravikant Nagaich,"Sanjay Khan, Rekha, Helen",Drama,1971
4637,Hulchul,O. P. Ralhan,"Prem Chopra, Kabir Bedi, Zeenat Aman, Helen, Madan Puri",Thriller,1971
4638,Hum Tum Aur Woh,Shiv Kumar,"Vinod Khanna, Bharathi Vishnuvardhan",Drama,1971
4639,Hungama,,"Kishore Kumar, Vinod Khanna, Mumtaz",Comedy,1971
4640,Jaane-Anjaane,Shakti Samanta,"Shammi Kapoor, Vinod Khanna, Leena Chandavarkar",Drama,1971
4641,Jai Bangladesh,I. S. Johar,"Kabari Choudhury, Dilip Dutt",Drama,1971
4642,Jai Jawan Jai Makan,Vishram Bedekar,"Jaya Bhaduri, Anil Dhawan",Drama,1971
4643,Jal Bin Machhli Nritya Bin Bijli,Rajaram Vankudre Shantaram,"Dina Pathak, Abhijeet",Romance,1971
4644,Jawan Mohabbat,Bhappi Sonie,"Shammi Kapoor, Asha Parekh, Mumtaz, Pran",Romance,1971
4645,Johar Mehmood in Hong Kong,S.A. Akbar,"Mehmood Ali, Aruna Irani, Pran",Comedy,1971
4646,Jwala,M.V. Raman,"Sunil Dutt, Madhubala, Pran",Action,1971
4647,Kabhi Dhoop Kabhi Chhaon,Chandrakant,"Dara Singh, Ameeta",Drama,1971
4648,Kahin Aar Kahin Paar,,"Joy Mukherjee, Nadira",Romance,1971
4649,Kal Aaj Aur Kal,Randhir Kapoor,"Prithviraj Kapoor, Raj Kapoor, Randhir Kapoor, Babita",Drama,1971
4650,Kangan,K.B. Tilak,"Aruna Irani, Mala Sinha, Sanjeev Kumar",Drama,1971
4651,Kathputli,Brij,"Jeetendra, Mumtaz",Romance,1971
4652,Kati Patang,Shakti Samanta,"Rajesh Khanna, Asha Parekh",Romance,1971
4653,Khoj,Jugal Kishore,"Farida Jalal, Shatrughan Sinha",Drama,1971
4654,Ladki Pasand Hai,C. L. Rawal,Mumtaz,Drama,1971
4655,Lagan,Ramanna,Prem Chopra,Drama,1971
4656,Lakhon Mein Ek,S. S. Balan,"Aruna Irani, Mehmood Ali, Pran",Comedy,1971
4657,Lal Patthar,Sushil Majumdar,"Raaj Kumar, Hema Malini, Raakhee, Vinod Mehra",Romance,1971
4658,Main Sunder Hoon,R. Krishnan,"Mehmood Ali, Leena Chandavarkar",Drama,1971
4659,Man Mandir,Tapi Chanakya,"Sanjeev Kumar, Waheeda Rehman, Rakesh Roshan",Drama,1971
4660,Man Tera Tan Mera,B. R. Ishara,Rehana Sultan,Drama,1971
4661,Maryada,Aravind Sen,"Rajesh Khanna, Mala Sinha, Pran",Romance,1971
4662,Mehboob Ki Mehndi,Harnam Singh Rawail,"Rajesh Khanna, Leena Chandavarkar",Romance,1971
4663,Mela,Prakash Mehra,"Sanjay Khan, Mumtaz, Feroz Khan",,1971
4664,Memsaab,Atma Ram,"Vinod Khanna, Yogeeta Bali",Drama,1971
4665,Mera Gaon Mera Desh,Raj Khosla,"Asha Parekh, Dharmendra, Vinod Khanna",Drama,1971
4666,Mere Apne,Gulzar,"Meena Kumari, Vinod Khanna, Shatrughan Sinha",Drama,1971
4667,Naya Zamana,Pramod Chakravorty,"Dharmendra, Hema Malini, Ashok Kumar, Pran",Romance,1971
4668,Paras,C. P. Dixit,"Sanjeev Kumar, Shatrughan Sinha, Raakhee",Drama,1971
4669,Paraya Dhan,Rajendra Bhatia,"Hema Malini, Rakesh Roshan, Balraj Sahni",Drama,1971
4670,Parde Ke Peechey,K. Shankar,"Vinod Mehra, Yogeeta Bali, Bindu, Pran",Drama,1971
4671,Parwana,Jyoti Swaroop,"Amitabh Bachchan, Navin Nischol, Yogeeta Bali",,1971
4672,Patanga,Kedar Kapoor,"Shashi Kapoor Vimi, Zeb Rehman",Drama,1971
4673,Phir Bhi,Shivendra Sinha,"Pratap Sharma, Urmila Bhatt, Suresh Oberoi",Drama,1971
4674,Preet Ki Dori,,"Parikshit Sahni, Tanuja",Drama,1971
4675,Preetam,Bhappi Sonie,"Shammi Kapoor, Leena Chandavarkar",Romance,1971
4676,Pyar Ki Kahani,Ravikant Nagaich,"Amitabh Bachchan, Tanuja, Mala Sinha",Drama,1971
4677,Rakhwala,Adurthi Subba Rao,"Dharmendra, Leena Chandavarkar",Romance,1971
4678,Ramu Ustad,Mohammed Hussain,"Madan Puri, Dara Singh",Drama,1971
4679,Reshma Aur Shera,Sunil Dutt,"Sunil Dutt, Waheeda Rehman, Amitabh Bachchan, Vinod Khanna",,1971
4680,Saat Sawal,Babubhai Mistry,Johnny Whisky,Drama,1971
4681,Saaz Aur Sanam,JBH Wadia,"Rekha, Premendra",Romance,1971
4682,Sansar,Dilip Bose,"Anupama, Nirupa Roy",Drama,1971
4683,Seema,Surendra Mohan,"Kabir Bedi, Simi Garewal, Rakesh Roshan, Bharati, Padma Khanna, Abhi Bhattacharya",Drama,1971
4684,Sharmeelee,Samir Ganguly,"Shashi Kapoor, Raakhee",Romance,1971
4685,Shri Krishna Leela,Homi Wadia,"Sachin, Hina, Jayshree Gadkar, Sapru, Manhar Desai, Tabassum",Religious,1971
4686,Tere Mere Sapne,Vijay Anand,"Dev Anand, Vijay Anand, Mumtaz, Hema Malini, Tabassum, Agha",,1971
4687,Tulsi Vivah,Chandrakant,"Abhi Bhattacharya, Dara Singh, Randhawa, Jayshree Gadkar, Anita Guha",Mythology Religious Drama,1971
4688,Ummeed,Nitin Bose,"Ashok Kumar, Joy Mukherjee, Leela Naidu, Nanda, Leela Mishra, Tun Tun",Family Social Drama,1971
4689,Upaasna,Mohan,"Sanjay Khan, Mumtaz, Feroz Khan, Helen, Anwar Hussain",Drama,1971
4690,Uphaar,Sudhendu Roy,"Jaya Badhuri, Swarup Dutt, Kamini Kaushal, Suresh Chatwal, Leela Mishra",Family Drama,1971
4691,Woh Din Yaad Karo,K. Amarnath,"Sanjay Khan, Nanda, Mehmood Ali, Madan Puri, Shashikala, Tun Tun, Wasti, Jayshree T.",Drama,1971
4692,Aan Baan,Prakash Mehra,"Raakhee, Pran",Drama,1972
4693,Aankh Micholi,Ramanna,"Rakesh Roshan, Bharathi Vishnuvardhan, Farida Jalal",Drama,1972
4694,Aankhon Aankhon Mein,Raghunath Jhalani,"Rakesh Roshan, Raakhee, Pran",Drama,1972
4695,Amar Prem,Shakti Samanta,"Rajesh Khanna, Sharmila Tagore",Drama,1972
4696,Annadata,Asit Sen,"Jaya Bhaduri, Anil Dhawan",Drama,1972
4697,Anokha Daan,Asit Sen,"Kabir Bedi, Tarun Bose, Anil Dhawan, Zaheera",Drama,1972
4698,Anokha Milan,Jagannath Chatterjee,"Dilip Kumar, Dharmendra",Drama,1972
4699,Anokhi Pehchan,Satyen Bose,"Sanjay Khan, Raakhee",Drama,1972
4700,Anuraag,Shakti Samanta,"Nutan, Rajesh Khanna",Drama,1972
4701,Apna Desh,Jambu,"Rajesh Khanna, Mumtaz",Drama,1972
4702,Apradh,Feroz Khan,"Feroz Khan, Mumtaz",Action,1972
4703,Babul Ki Galiyaan,S.D. Narang,"Sanjay Khan, Hema Malini, Shatrughan Sinha",Drama,1972
4704,Baharon Phool Barsao,,Dheeraj Kumar,Drama,1972
4705,Bandagi,K. Shankar,Pandharibai,Romance,1972
4706,Bansi Birju,Prakash Verma,"Amitabh Bachchan, Jaya Bhaduri",Romance,1972
4707,Bawarchi,Hrishikesh Mukherjee,"Rajesh Khanna, Jaya Bhaduri",Comedy,1972
4708,Be-Imaan,Sohanlal Kanwar,"Manoj Kumar, Raakhee, Pran",,1972
4709,Bees Saal Pehle,Probir Roy,Lalita Pawar,Drama,1972
4710,Bindiya Aur Bandook,,,,1972
4711,Bhai Ho To Aisa,Manmohan Desai,"Jeetendra, Hema Malini, Shatrughan Sinha",Drama,1972
4712,Bombay to Goa,S. Ramanathan,"Amitabh Bachchan, Shatrughan Sinha, Aruna Irani, Mehmood",Drama,1972
4713,Buniyaad,Virender Sinha,"Rakesh Roshan, Shatrughan Sinha, Yogeeta Bali, Pran",Drama,1972
4714,Dastaan,B.R. Chopra,"Dilip Kumar, Sharmila Tagore, Bindu",Drama,1972
4715,Dharkan,Devendra Goel,"Sanjay Khan, Mumtaz",Thriller,1972
4716,Dil Daulat Duniya,Prem Narayan Arora,"Rajesh Khanna, Sadhana Shivdasani, Ashok Kumar, Helen",Drama,1972
4717,Dil Ka Raja,P. Madhavan,"Waheeda Rehman, Raaj Kumar",Action,1972
4718,Do Bachche Dus Haath,Kalpataru,"Nasir Ahmad Ansari, Prem Nath",Drama,1972
4719,Do Chor,Padmanabh,"Dharmendra, Tanuja",Action,1972
4720,Do Gaz Zameen Ke Neeche,Tulsi Ramsay,Satyendra Kapoor,Horror,1972
4721,Do Yaar,Kewal Misra,"Vinod Khanna, Rekha, Shatrughan Sinha",Action,1972
4722,Double Cross,Gogi Anand,"Vijay Anand, Rekha",Action,1972
4723,Dushman,Dulal Guha,"Rajesh Khanna, Mumtaz",Drama,1972
4724,Ek Adhuri Kahani,Mrinal Sen,"Utpal Dutt, Shekhar Chatterjee",Drama,1972
4725,Ek Bar Mooskura Do,Ram Mukherjee,"Shobhna Samarth, Joy Mukherjee, Tanuja, Deb Mukherjee",Drama,1972
4726,Ek Bechara,S.M. Abbas,"Jeetendra, Rekha, Vinod Khanna, Pran",Drama,1972
4727,Ek Hasina Do Diwane,S.M. Abbas,"Jeetendra, Babita, Vinod Khanna",Romance,1972
4728,Ek Khiladi Bawan Pattey,,"Vinod Khanna, Ravi Khanna",,1972
4729,Ek Nazar,B.R. Ishara,"Amitabh Bachchan, Jaya Bachchan, Nadira",Romance,1972
4730,Gaon Hamara Shaher Tumhara,Naresh Kumar,"Rajendra Kumar, Rekha",Romance,1972
4731,Garam Masala,Aspi Irani,"Aruna Irani, Mehmood Ali",Comedy,1972
4732,Gomti Ke Kinare,Saawan Kumar Tak,"Meena Kumari, Sameer Khan, Mumtaz",Drama,1972
4733,Gora Aur Kala,Naresh Kumar,"Rekha, Rajendra Kumar, Hema Malini",Action,1972
4734,Grahan,Arvind Kumar Sinha,Nutan,Drama,1972
4735,Haar Jeet,C.P. Dixit,"Rehana Sultan, Anil Dhawan",Drama,1972
4736,Hari Darshan,Chandrakant,"Dara Singh, B. Saroja Devi",Fantasy,1972
4737,Jai Jwala,Manohar Deepak,Sunil Dutt,Drama,1972
4738,Jangal Mein Mangal,Rajendra Bhatia,"Kiran Kumar, Reena Roy, Pran",Romance,1972
4739,Janwar Aur Insaan,Tapi Chanakya,"Shashi Kapoor, Raakhee",Drama,1972
4740,Jawani Diwani,Narendra Bedi,"Randhir Kapoor, Jaya Bhaduri",Romance,1972
4741,Jeet,Adurthi Subba Rao,"Randhir Kapoor, Babita",Romance,1972
4742,Joroo Ka Ghulam,A. Bhimsingh,"Rajesh Khanna, Nanda, Om Prakash",Comedy,1972
4743,Koshish,Sampooran Singh Gulzar,"Sanjeev Kumar, Jaya Bhaduri",,1972
4744,Lalkaar,Ramanand Sagar,"Dharmendra, Rajendra Kumar, Mala Sinha, Kum Kum",Action,1972
4745,Maalik,A. Bhimsingh,"Rajesh Khanna, Sharmila Tagore",Drama,1972
4746,Man Jaiye,B.R. Ishara,Rakesh Pandhya,Drama,1972
4747,Maya Darpan,Kumar Shahani,"Aditi, Anil Pandya",Drama,1972
4748,Mere Bhaiya,Satyen Bose,"Vijay Arora, Suresh Chatwal",Drama,1972
4749,Midnight,Raju,,Romance,1972
4750,Milap,B.R. Ishara,"Shatrughan Sinha, Danny Denzongpa",Action,1972
4751,Mere Jeevan Saathi,Ravi Nagaish,"Rajesh Khanna, Tanuja",Romance,1972
4752,Mome Ki Gudiya,Mohan Kumar,"Ratan Chopra, Tanuja",Drama,1972
4753,Pakeezah,Kamal Amrohi,"Raaj Kumar, Meena Kumari, Ashok Kumar",Drama,1972
4754,Parchhaiyan,Sharankumar Chand,"Vinod Khanna, Bindu",Drama,1972
4755,Parichay,Sampooran Singh Gulzar,"Jeetendra, Jaya Bhaduri, Pran",,1972
4756,Piya Ka Ghar,Basu Chatterjee,"Anil Dhawan, Jaya Badhuri",Drama,1972
4757,Pyaar Diwana,Samar Chatterjee,"Kishore Kumar, Mumtaz",Comedy,1972
4758,Raampur Ka Lakshman,Manmohan Desai,"Randhir Kapoor, Shatrughan Sinha, Rekha",Drama,1972
4759,Raaste Kaa Patthar,Mukul Dutt,"Amitabh Bachchan, Shatrughan Sinha",Action,1972
4760,Raja Jani,Mohan Segal,"Dharmendra, Hema Malini, Prem Nath",Drama,1972
4761,Rakhi Aur Hathkadi,S.M. Sagar,"Ashok Kumar, Asha Parekh",Action,1972
4762,Rani Mera Naam,S.M. Sagar,"Ashok Kumar, Prem Nath",Drama,1972
4763,Rivaaj,T. Prakash Rao,"Farida Jalal, Mala Sinha",Drama,1972
4764,Roop Tera Mastana,Khalid Akhtar,"Jeetendra, Mumtaz, Pran",Romance,1972
4765,Sa-Re-Ga-Ma-Pa,Satyen Bose,Ashok Kumar,Drama,1972
4766,Sabse Bada Sukh,Hrishikesh Mukherjee,"Vijay Arora, Utpal Dutt",Drama,1972
4767,Samaanta,Nitin Bose,Dheeraj Kumar,Drama,1972
4768,Samadhi,Prakash Mehra,"Dharmendra, Jaya Badhuri, Asha Parekh",Romance,1972
4769,Sanjog,S.S. Balan,"Amitabh Bachchan, Mala Sinha",Comedy,1972
4770,Sazaa,Chand,"Kabir Bedi, Rekha, Jeetendra, Ashok Kumar, Yogeeta Bali, Pran",Thriller,1972
4771,Seeta Aur Geeta,Ramesh Sippy,"Dharmendra, Sanjeev Kumar, Hema Malini",Romance,1972
4772,Shaadi Ke Baad,L.V. Prasad,"Jeetendra, Shatrughan Sinha, Raakhee",Drama,1972
4773,Shararat,Manmohan Desai,"Mumtaz, Shatrughan Sinha",Drama,1972
4774,Shayar-e-Kashmir Mahjoor,Prabhat Mukherjee,Balraj Sahni,Drama,1972
4775,Shehzada,K. Shankar,"Rajesh Khanna, Raakhee",Drama,1972
4776,Shor,Manoj Kumar,"Manoj Kumar, Nanda, Jaya Bachchan",Drama,1972
4777,Sub Ka Saathi,A. Bhimsingh,"Vinod Khanna, Bharthi",Drama,1972
4778,Subah-o-Shyam,Tapi Chanakya,"Sanjeev Kumar, Waheeda Rehman",Drama,1972
4779,Sultana Daku,Mohammed Hussain,"Helen, Dara Singh",Drama,1972
4780,Tangewala,Naresh Kumar,"Mumtaz, Sujit Kumar",Action,1972
4781,Tanhai,Naresh Kumar,Rehana Sultan,Drama,1972
4782,Trisandhya,Raj Marbros,Waheeda Rehman,Drama,1972
4783,Victoria No. 203,Brij,"Navin Nischol, Saira Banu, Ashok Kumar, Pran",Drama,1972
4784,Wafaa,Ramanna,"Raakhee, Nasir Hussain, Sanjay Khan",Drama,1972
4785,Yeh Gulistan Hamara,Atma Ra,"Dev Anand, Sharmila Tagore, Pran",Drama,1972
4786,Zameen Aasmaan,A. Veerappan,"Sunil Dutt, Yogeeta Bali",Action,1972
4787,Zaroorat,B.R. Ishara,"Reena Roy, Danny Denzongpa",Drama,1972
4788,Zindagi Zindagi,Tapan Sinha,"Deb Mukherjee, Waheeda Rehman, Farida Jalal, Ashok Kumar",Romance,1972
4789,Aa Gale Lag Jaa,Manmohan Desai,"Shashi Kapoor, Sharmila Tagore, Shatrughan Sinha",Romance,1973
4790,Aaj Ki Taaza Khabar,Rajendra Bhatia,"Radha Saluja, Kiran Kumar",Action,1973
4791,Aangan,Nasir Hussain,,Drama,1973
4792,Abhimaan,Hrishikesh Mukherjee,"Amitabh Bachchan, Jaya Badhuri, Bindu",Drama,1973
4793,Achanak,Gulzar,"Vinod Khanna, Farida Jalal",Crime,1973
4794,Agni Rekha,Mahesh Kaul,"Bindu, Sanjeev Kumar",Drama,1973
4795,Anamika,Raghunath Jhalani,"Sanjeev Kumar, Jaya Badhuri",Drama,1973
4796,Anhonee,Ravi Tandon,"Sanjeev Kumar, Leena Chandavarkar, Kamini Kaushal, Bindu",Drama,1973
4797,Anokhi Ada,Kundan Kumar,"Jeetendra, Rekha, Vinod Khanna",Romance,1973
4798,Bada Kabutar,Deven Verma,"Rehana Sultan, Amitabh Bachchan, Helen",Comedy,1973
4799,Banarasi Babu,Shankar Mukherjee,"Dev Anand, Raakhee, Yogeeta Bali",Drama,1973
4800,Bandhe Haath,O. P. Ralhan,"Amitabh Bachchan, Mumtaz",Action,1973
4801,Barkha Bahar,Amar Kumar,"Navin Nischol, Rekha",Romance,1973
4802,Black Mail,Vijay Anand,"Dharmendra, Raakhee, Madan Puri, Shatrughan Sinha",Thriller,1973
4803,Bobby,Raj Kapoor,"Rishi Kapoor, Dimple Kapadia, Pran",Romance,1973
4804,Chhalia,Mukul Dutt,"Navin Nischol, Nanda, Shatrughan Sinha",Action,1973
4805,Chhupa Rustam,Vijay Anand,"Dev Anand, Hema Malini, Vijay Anand",Action,1973
4806,Daag: A Poem of Love,Yash Chopra,"Rajesh Khanna, Sharmila Tagore, Raakhee",Romance,1973
4807,Daaman Aur Aag,,"Sanjay Khan, Saira Banu",,1973
4808,Dhamkee,Kalpataru,"Subhash Ghai, Vinod Khanna",Thriller,1973
4809,Dharma,Chand,"Navin Nischol, Rekha, Pran, Ajit Khan, Prem Chopra",Action,1973
4810,Dhund,B.R. Chopra,"Sanjay Khan, Zeenat Aman, Danny Denzongpa",Thriller,1973
4811,Dil Ki Rahen,B. R. Ishara,"Rakesh Pandey, Rehana Sultan",Drama,1973
4812,Do Phool,S. Ramanathan,"Vinod Mehra, Aruna Irani, Mehmood Ali",Comedy,1973
4813,Door Nahin Manzil,,"Pradeep Kumar, Sanjeev Kumar",,1973
4814,Duvidha,Mani Kaul,"Ravi Menon, Raisa Padamsee",Drama,1973
4815,Ek Kunwari Ek Kunwara,Prakash Mehra,"Rakesh Roshan, Leena Chandavarkar, Pran",Drama,1973
4816,Ek Mutthi Aasmaan,Virender Sinha,"Vijay Arora, Yogeeta Bali, Pran",Drama,1973
4817,Ek Nari Do Roop,,"Nadira, Shatrughan Sinha",Drama,1973
4818,Gaai Aur Gori,M. A. Thirumugam,"Jaya Bhaduri, Shatrughan Sinha",Drama,1973
4819,Ghaddaar,Harmesh Malhotra,"Yogeeta Bali, Vinod Khanna, Pran",Drama,1973
4820,Garam Hawa,M. S. Sathyu,"Balraj Sahni, Shaukat Azmi",Drama,1973
4821,Gehri Chaal,C.V. Sridhar,"Jeetendra, Hema Malini, Amitabh Bachchan",Thriller,1973
4822,Ghulam Begam Badshah,Jambu,"Shatrughan Sinha, Anil Dhawan, Moushumi Chatterjee",Drama,1973
4823,Haathi Ke Daant,B. R. Ishara,Rakesh Pandey,Drama,1973
4824,Hanste Zakhm,Chetan Anand,"Navin Nischol, Priya Rajvansh, Balraj Sahni",Romance,1973
4825,Heera,Sultan Ahmed,"Sunil Dutt, Asha Parekh",Action,1973
4826,Heera Panna,Dev Anand,"Dev Anand, Raakhee, Zeenat Aman",Romance,1973
4827,Hifazat,K.S.R. Das,"Vinod Mehra, Asha Sachdev, Ashok Kumar, Lalita Pawar",Drama,1973
4828,Hindustan Ki Kasam,Chetan Anand,"Raaj Kumar, Priya Rajvansh, Amjad Khan, Amrish Puri",Action,1973
4829,Honeymoon,Hiren Nag,"Leena Chandavarkar, Anil Dhawan",Comedy,1973
4830,Hum Sab Chor Hain,,"Dara Singh, Sadhana",Drama,1973
4831,Insaaf,Adurthi Subba Rao,"Waheeda Rehman, Tanuja, Vijay Arora, Pran",Drama,1973
4832,Jaise Ko Taisa,Murugan Kumaran,"Jeetendra, Reena Roy",Drama,1973
4833,Jalte Badan,Ramanand Sagar,"Kiran Kumar, Kumkum, Pradeep Kumar",Drama,1973
4834,Jheel Ke Us Paar,Bhappi Sonie,"Dharmendra, Mumtaz, Pran",Romance,1973
4835,Joshila,Yash Chopra,"Dev Anand, Raakhee, Hema Malini, Pran",Thriller,1973
4836,Jugnu,Pramod Chakravorty,"Dharmendra, Hema Malini, Pran",Drama,1973
4837,Jwar Bhata,Adurthi Subba Rao,"Dharmendra, Saira Banu",Drama,1973
4838,Jyot Jale,Satyen Bose,Nirupa Roy,Drama,1973
4839,Kahani Hum Sab Ki,Rajkumar Kohli,"Lalita Pawar, Mala Sinha",Drama,1973
4840,Kahani Kismat Ki,Arjun Hingorani,"Dharmendra, Rekha",Action,1973
4841,Kashmakash,Feroz Chinoy,"Rekha, Feroz Khan, Shatrughan Sinha",Action,1973
4842,Keemat,Ravikant Nagaich,"Rekha, Dharmendra, Prem Chopra",Action,1973
4843,Khoon Khoon,Mohammed Hussain,"Danny Denzongpa, Rekha",Action,1973
4844,Kachche Dhaage,Raj Khosla,"Vinod Khanna, Kabir Bedi, Moushumi Chatterjee",Action,1973
4845,Kunwara Badan,Vimal Tewari,,Drama,1973
4846,Loafer,A. Bhimsingh,"Dharmendra, Mumtaz",Romance,1973
4847,Maha Sati Savitri,Chandrakant,"Jayshree Gadkar, Upendra Trivedi",Fantasy,1973
4848,Manchali,Raja Nawathe,"Sanjeev Kumar, Leena Chandavarkar",Romance,1973
4849,Mehmaan,Kotayya Pratyagatma,"Rekha, Biswajeet, Leela Chitwas",Crime,1973
4850,Mera Desh Mera Dharam,Dara Singh,"Dara Singh, Raj Kapoor",Drama,1973
4851,Nafrat,Shyam Ralhan,"Rakesh Roshan, Yogeeta Bali",Romance,1973
4852,Nai Duniya Naye Log,B. R. Ishara,"Danny Denzongpa, Reena Roy",Drama,1973
4853,Naina,Kanak Mishra,"Shashi Kapoor, Moushumi Chatterjee",Drama,1973
4854,Namak Haraam,Hrishikesh Mukherjee,"Rajesh Khanna, Amitabh Bachchan, Rekha",Drama,1973
4855,Naya Nasha,Hari Dutt,"Nanda, Madan Puri",Action,1973
4856,Nirdosh,S.M. Sagar,"Vinod Mehra, Yogeeta Bali",Drama,1973
4857,Paanch Dushman,Shyam Ralhan,"Vinod Khanna, Pran",Action,1973
4858,Rickshawala,K. Shankar,"Mala Sinha, Randhir Kapoor, Neetu Singh, Pran",,1973
4859,Saudagar,Shubendu Roy,"Nutan, Amitabh Bachchan, Padma Khanna",Drama,1973
4860,Shareef Budmaash,Raj Khosla,"Dev Anand, Hema Malini",,1973
4861,Yaadon Ki Baaraat,Nasir Hussain,"Dharmendra, Zeenat Aman, Vijay Arora, Tariq Khan, Ajit Khan, Neetu Singh",Drama,1973
4862,Zanjeer,Prakash Mehra,"Amitabh Bachchan, Jaya Badhuri, Pran",Action,1973
4863,27 Down,Awtar Krishna Kaul,"Raakhee Gulzar, Sudhir Dalvi",Drama,1974
4864,36 Ghante,Raj Tilak,"Raaj Kumar, Sunil Dutt, Parveen Babi",Thriller,1974
